Year,Kommune,Species,Køn,Type,Total
2007,Lyngby-Taarbæk,Dådyr,Han,Dåhjort,1.0
2007,Hillerød,Dådyr,Hun,Då,1.0
2007,Halsnæs,Dådyr,Hun,Då,1.0
2007,Halsnæs,Dådyr,Han,Kalv,2.0
2007,Halsnæs,Dådyr,Hun,Kalv,2.0
2007,Gribskov,Dådyr,Han,Dåhjort,2.0
2007,Gribskov,Dådyr,Han,Dåhjort,1.0
2007,Gribskov,Dådyr,Hun,Då,1.0
2007,Gribskov,Dådyr,Han,Kalv,1.0
2007,Gribskov,Dådyr,Hun,Kalv,1.0
2007,Faxe,Dådyr,Han,Dåhjort,1.0
2007,Faxe,Dådyr,Han,Dåhjort,1.0
2007,Faxe,Dådyr,Hun,Då,2.0
2007,Faxe,Dådyr,Hun,Då,1.0
2007,Faxe,Dådyr,Hun,Kalv,1.0
2007,Ringsted,Dådyr,Hun,Då,1.0
2007,Ringsted,Dådyr,Han,Kalv,1.0
2007,Slagelse,Dådyr,Han,Dåhjort,1.0
2007,Slagelse,Dådyr,Han,Dåhjort,2.0
2007,Slagelse,Dådyr,Hun,Då,1.0
2007,Slagelse,Dådyr,Hun,Då,1.0
2007,Slagelse,Dådyr,Han,Kalv,2.0
2007,Slagelse,Dådyr,Hun,Kalv,4.0
2007,Sorø,Dådyr,Han,Dåhjort,2.0
2007,Sorø,Dådyr,Han,Dåhjort,1.0
2007,Sorø,Dådyr,Hun,Kalv,2.0
2007,Lejre,Dådyr,Han,Dåhjort,1.0
2007,Lejre,Dådyr,Hun,Kalv,1.0
2007,Lolland,Dådyr,Han,Dåhjort,4.0
2007,Lolland,Dådyr,Han,Dåhjort,2.0
2007,Lolland,Dådyr,Hun,Då,3.0
2007,Lolland,Dådyr,Han,Kalv,4.0
2007,Lolland,Dådyr,Hun,Kalv,2.0
2007,Næstved,Dådyr,Han,Dåhjort,1.0
2007,Næstved,Dådyr,Hun,Då,1.0
2007,Guldborgsund,Dådyr,Han,Dåhjort,4.0
2007,Guldborgsund,Dådyr,Han,Dåhjort,2.0
2007,Guldborgsund,Dådyr,Hun,Då,2.0
2007,Guldborgsund,Dådyr,Hun,Då,1.0
2007,Guldborgsund,Dådyr,Hun,Kalv,1.0
2007,Bornholm,Dådyr,Han,Dåhjort,1.0
2007,Middelfart,Dådyr,Hun,Kalv,1.0
2007,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,1.0
2007,Faaborg-Midtfyn,Dådyr,Hun,Då,1.0
2007,Faaborg-Midtfyn,Dådyr,Hun,Kalv,1.0
2007,Kerteminde,Dådyr,Han,Dåhjort,3.0
2007,Kerteminde,Dådyr,Han,Dåhjort,1.0
2007,Kerteminde,Dådyr,Han,Kalv,1.0
2007,Nyborg,Dådyr,Han,Dåhjort,1.0
2007,Nyborg,Dådyr,Han,Kalv,1.0
2007,Nyborg,Dådyr,Hun,Kalv,1.0
2007,Svendborg,Dådyr,Han,Dåhjort,1.0
2007,Nordfyn,Dådyr,Hun,Då,1.0
2007,Langeland,Dådyr,Han,Dåhjort,4.0
2007,Langeland,Dådyr,Hun,Då,1.0
2007,Langeland,Dådyr,Han,Kalv,2.0
2007,Langeland,Dådyr,Hun,Kalv,2.0
2007,Aabenraa,Dådyr,Han,Dåhjort,1.0
2007,Aabenraa,Dådyr,Hun,Då,1.0
2007,Aabenraa,Dådyr,Han,Kalv,1.0
2007,Aabenraa,Dådyr,Hun,Kalv,1.0
2007,Herning,Dådyr,Han,Kalv,1.0
2007,Syddjurs,Dådyr,Han,Dåhjort,2.0
2007,Syddjurs,Dådyr,Han,Kalv,1.0
2007,Norddjurs,Dådyr,Han,Dåhjort,1.0
2007,Norddjurs,Dådyr,Hun,Då,2.0
2007,Norddjurs,Dådyr,Hun,Då,1.0
2007,Hedensted,Dådyr,Hun,Då,1.0
2007,Hedensted,Dådyr,Han,Kalv,1.0
2007,Skive,Dådyr,Han,Dåhjort,2.0
2007,Viborg,Dådyr,Hun,Då,3.0
2007,Viborg,Dådyr,Hun,Kalv,1.0
2007,Frederikshavn,Dådyr,Han,Dåhjort,1.0
2007,Frederikshavn,Dådyr,Hun,Då,1.0
2007,Frederikshavn,Dådyr,Hun,Kalv,1.0
2007,Vesthimmerland,Dådyr,Han,Dåhjort,2.0
2007,Vesthimmerland,Dådyr,Hun,Då,1.0
2007,Vesthimmerland,Dådyr,Han,Kalv,1.0
2007,Vesthimmerland,Dådyr,Hun,Kalv,1.0
2007,Rebild,Dådyr,Hun,Då,1.0
2007,Rebild,Dådyr,Hun,Kalv,1.0
2007,Hjørring,Dådyr,Han,Kalv,1.0
2007,Hjørring,Dådyr,Hun,Kalv,1.0
2008,Tårnby,Dådyr,Han,Dåhjort,2.0
2008,Tårnby,Dådyr,Han,Dåhjort,1.0
2008,Hillerød,Dådyr,Han,Dåhjort,1.0
2008,Hillerød,Dådyr,Han,Dåhjort,2.0
2008,Hillerød,Dådyr,Hun,Då,1.0
2008,Rudersdal,Dådyr,Han,Kalv,3.0
2008,Gribskov,Dådyr,Han,Dåhjort,2.0
2008,Gribskov,Dådyr,Han,Dåhjort,1.0
2008,Gribskov,Dådyr,Hun,Då,8.0
2008,Gribskov,Dådyr,Hun,Då,1.0
2008,Gribskov,Dådyr,Han,Kalv,1.0
2008,Holbæk,Dådyr,Hun,Kalv,1.0
2008,Faxe,Dådyr,Han,Dåhjort,2.0
2008,Faxe,Dådyr,Hun,Då,1.0
2008,Faxe,Dådyr,Han,Kalv,1.0
2008,Kalundborg,Dådyr,Hun,Då,1.0
2008,Slagelse,Dådyr,Han,Dåhjort,2.0
2008,Slagelse,Dådyr,Hun,Då,2.0
2008,Sorø,Dådyr,Han,Dåhjort,3.0
2008,Sorø,Dådyr,Han,Dåhjort,4.0
2008,Sorø,Dådyr,Hun,Då,2.0
2008,Sorø,Dådyr,Han,Kalv,2.0
2008,Sorø,Dådyr,Hun,Kalv,4.0
2008,Lolland,Dådyr,Han,Dåhjort,4.0
2008,Lolland,Dådyr,Han,Dåhjort,1.0
2008,Lolland,Dådyr,Hun,Då,5.0
2008,Lolland,Dådyr,Hun,Då,1.0
2008,Lolland,Dådyr,Han,Kalv,6.0
2008,Lolland,Dådyr,Hun,Kalv,7.0
2008,Næstved,Dådyr,Han,Dåhjort,6.0
2008,Næstved,Dådyr,Han,Kalv,1.0
2008,Næstved,Dådyr,Hun,Kalv,2.0
2008,Guldborgsund,Dådyr,Han,Dåhjort,3.0
2008,Guldborgsund,Dådyr,Han,Dåhjort,3.0
2008,Guldborgsund,Dådyr,Hun,Då,1.0
2008,Guldborgsund,Dådyr,Han,Kalv,2.0
2008,Guldborgsund,Dådyr,Hun,Kalv,4.0
2008,Vordingborg,Dådyr,Han,Dåhjort,1.0
2008,Vordingborg,Dådyr,Hun,Då,1.0
2008,Middelfart,Dådyr,Han,Dåhjort,1.0
2008,Middelfart,Dådyr,Han,Dåhjort,1.0
2008,Assens,Dådyr,Han,Kalv,1.0
2008,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,3.0
2008,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,1.0
2008,Faaborg-Midtfyn,Dådyr,Hun,Då,1.0
2008,Faaborg-Midtfyn,Dådyr,Hun,Då,2.0
2008,Faaborg-Midtfyn,Dådyr,Hun,Kalv,3.0
2008,Kerteminde,Dådyr,Han,Dåhjort,1.0
2008,Kerteminde,Dådyr,Hun,Då,2.0
2008,Kerteminde,Dådyr,Hun,Då,2.0
2008,Kerteminde,Dådyr,Han,Kalv,3.0
2008,Kerteminde,Dådyr,Hun,Kalv,4.0
2008,Nyborg,Dådyr,Han,Dåhjort,1.0
2008,Nyborg,Dådyr,Hun,Då,1.0
2008,Nyborg,Dådyr,Hun,Då,1.0
2008,Nyborg,Dådyr,Han,Kalv,1.0
2008,Nyborg,Dådyr,Hun,Kalv,2.0
2008,Svendborg,Dådyr,Hun,Då,1.0
2008,Svendborg,Dådyr,Hun,Kalv,1.0
2008,Nordfyn,Dådyr,Han,Dåhjort,1.0
2008,Langeland,Dådyr,Han,Dåhjort,11.0
2008,Langeland,Dådyr,Han,Dåhjort,2.0
2008,Langeland,Dådyr,Hun,Då,3.0
2008,Langeland,Dådyr,Hun,Då,3.0
2008,Langeland,Dådyr,Han,Kalv,2.0
2008,Langeland,Dådyr,Hun,Kalv,6.0
2008,Haderslev,Dådyr,Han,Dåhjort,1.0
2008,Billund,Dådyr,Han,Dåhjort,1.0
2008,Billund,Dådyr,Hun,Då,1.0
2008,Billund,Dådyr,Hun,Kalv,2.0
2008,Varde,Dådyr,Hun,Kalv,1.0
2008,Aabenraa,Dådyr,Han,Dåhjort,2.0
2008,Aabenraa,Dådyr,Han,Dåhjort,1.0
2008,Aabenraa,Dådyr,Hun,Då,2.0
2008,Aabenraa,Dådyr,Hun,Då,2.0
2008,Aabenraa,Dådyr,Han,Kalv,1.0
2008,Syddjurs,Dådyr,Han,Dåhjort,3.0
2008,Syddjurs,Dådyr,Han,Dåhjort,2.0
2008,Syddjurs,Dådyr,Hun,Då,1.0
2008,Syddjurs,Dådyr,Hun,Kalv,1.0
2008,Norddjurs,Dådyr,Han,Dåhjort,3.0
2008,Norddjurs,Dådyr,Han,Dåhjort,2.0
2008,Norddjurs,Dådyr,Hun,Då,1.0
2008,Norddjurs,Dådyr,Han,Kalv,1.0
2008,Norddjurs,Dådyr,Hun,Kalv,4.0
2008,Randers,Dådyr,Han,Dåhjort,1.0
2008,Randers,Dådyr,Han,Dåhjort,2.0
2008,Randers,Dådyr,Hun,Då,1.0
2008,Randers,Dådyr,Han,Kalv,2.0
2008,Aarhus,Dådyr,Han,Dåhjort,1.0
2008,Hedensted,Dådyr,Han,Dåhjort,5.0
2008,Hedensted,Dådyr,Han,Dåhjort,1.0
2008,Hedensted,Dådyr,Hun,Då,2.0
2008,Hedensted,Dådyr,Hun,Kalv,1.0
2008,Skive,Dådyr,Han,Kalv,3.0
2008,Thisted,Dådyr,Han,Dåhjort,1.0
2008,Viborg,Dådyr,Han,Dåhjort,1.0
2008,Viborg,Dådyr,Han,Kalv,2.0
2008,Frederikshavn,Dådyr,Han,Dåhjort,1.0
2008,Vesthimmerland,Dådyr,Han,Dåhjort,1.0
2008,Vesthimmerland,Dådyr,Hun,Då,2.0
2008,Vesthimmerland,Dådyr,Hun,Kalv,1.0
2008,Rebild,Dådyr,Han,Dåhjort,1.0
2008,Rebild,Dådyr,Hun,Kalv,2.0
2008,Mariagerfjord,Dådyr,Han,Kalv,1.0
2008,Hjørring,Dådyr,Hun,Då,1.0
2009,Tårnby,Dådyr,Han,Dåhjort,1.0
2009,Tårnby,Dådyr,Han,Kalv,2.0
2009,Tårnby,Dådyr,Hun,Kalv,1.0
2009,Hillerød,Dådyr,Hun,Då,1.0
2009,Hillerød,Dådyr,Hun,Då,2.0
2009,Hillerød,Dådyr,Han,Kalv,1.0
2009,Halsnæs,Dådyr,Hun,Kalv,1.0
2009,Gribskov,Dådyr,Han,Dåhjort,3.0
2009,Gribskov,Dådyr,Han,Dåhjort,2.0
2009,Gribskov,Dådyr,Hun,Då,3.0
2009,Gribskov,Dådyr,Hun,Då,1.0
2009,Gribskov,Dådyr,Han,Kalv,1.0
2009,Gribskov,Dådyr,Hun,Kalv,4.0
2009,Holbæk,Dådyr,Han,Dåhjort,1.0
2009,Faxe,Dådyr,Han,Dåhjort,1.0
2009,Faxe,Dådyr,Han,Dåhjort,1.0
2009,Faxe,Dådyr,Han,Kalv,3.0
2009,Faxe,Dådyr,Hun,Kalv,2.0
2009,Kalundborg,Dådyr,Han,Dåhjort,1.0
2009,Slagelse,Dådyr,Han,Dåhjort,4.0
2009,Slagelse,Dådyr,Han,Dåhjort,3.0
2009,Slagelse,Dådyr,Hun,Då,1.0
2009,Slagelse,Dådyr,Hun,Då,1.0
2009,Slagelse,Dådyr,Hun,Kalv,4.0
2009,Stevns,Dådyr,Han,Dåhjort,1.0
2009,Sorø,Dådyr,Han,Dåhjort,5.0
2009,Sorø,Dådyr,Han,Dåhjort,2.0
2009,Sorø,Dådyr,Hun,Då,1.0
2009,Sorø,Dådyr,Hun,Då,1.0
2009,Sorø,Dådyr,Han,Kalv,2.0
2009,Sorø,Dådyr,Hun,Kalv,2.0
2009,Lejre,Dådyr,Han,Kalv,1.0
2009,Lolland,Dådyr,Han,Dåhjort,9.0
2009,Lolland,Dådyr,Han,Dåhjort,5.0
2009,Lolland,Dådyr,Hun,Då,8.0
2009,Lolland,Dådyr,Hun,Då,2.0
2009,Lolland,Dådyr,Han,Kalv,1.0
2009,Lolland,Dådyr,Hun,Kalv,5.0
2009,Næstved,Dådyr,Han,Dåhjort,9.0
2009,Næstved,Dådyr,Han,Dåhjort,1.0
2009,Næstved,Dådyr,Hun,Då,2.0
2009,Næstved,Dådyr,Hun,Då,1.0
2009,Næstved,Dådyr,Han,Kalv,3.0
2009,Næstved,Dådyr,Hun,Kalv,2.0
2009,Guldborgsund,Dådyr,Han,Dåhjort,8.0
2009,Guldborgsund,Dådyr,Han,Dåhjort,7.0
2009,Guldborgsund,Dådyr,Hun,Då,1.0
2009,Guldborgsund,Dådyr,Han,Kalv,1.0
2009,Guldborgsund,Dådyr,Hun,Kalv,1.0
2009,Vordingborg,Dådyr,Han,Dåhjort,2.0
2009,Vordingborg,Dådyr,Hun,Kalv,1.0
2009,Bornholm,Dådyr,Hun,Då,1.0
2009,Middelfart,Dådyr,Han,Dåhjort,1.0
2009,Assens,Dådyr,Han,Dåhjort,1.0
2009,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,2.0
2009,Faaborg-Midtfyn,Dådyr,Hun,Då,3.0
2009,Faaborg-Midtfyn,Dådyr,Han,Kalv,1.0
2009,Kerteminde,Dådyr,Han,Dåhjort,1.0
2009,Nyborg,Dådyr,Han,Dåhjort,2.0
2009,Nyborg,Dådyr,Han,Kalv,1.0
2009,Nyborg,Dådyr,Hun,Kalv,1.0
2009,Svendborg,Dådyr,Han,Dåhjort,4.0
2009,Svendborg,Dådyr,Han,Dåhjort,2.0
2009,Svendborg,Dådyr,Hun,Kalv,1.0
2009,Nordfyn,Dådyr,Han,Dåhjort,1.0
2009,Nordfyn,Dådyr,Hun,Då,2.0
2009,Nordfyn,Dådyr,Hun,Då,1.0
2009,Nordfyn,Dådyr,Han,Kalv,1.0
2009,Nordfyn,Dådyr,Hun,Kalv,3.0
2009,Langeland,Dådyr,Han,Dåhjort,9.0
2009,Langeland,Dådyr,Han,Dåhjort,3.0
2009,Langeland,Dådyr,Hun,Då,8.0
2009,Langeland,Dådyr,Hun,Då,1.0
2009,Langeland,Dådyr,Han,Kalv,4.0
2009,Langeland,Dådyr,Hun,Kalv,5.0
2009,Billund,Dådyr,Han,Dåhjort,3.0
2009,Billund,Dådyr,Hun,Då,1.0
2009,Billund,Dådyr,Hun,Då,1.0
2009,Tønder,Dådyr,Han,Dåhjort,1.0
2009,Tønder,Dådyr,Hun,Då,1.0
2009,Tønder,Dådyr,Han,Kalv,2.0
2009,Tønder,Dådyr,Hun,Kalv,2.0
2009,Varde,Dådyr,Han,Dåhjort,1.0
2009,Varde,Dådyr,Hun,Då,2.0
2009,Varde,Dådyr,Hun,Då,2.0
2009,Varde,Dådyr,Hun,Kalv,2.0
2009,Aabenraa,Dådyr,Han,Dåhjort,1.0
2009,Aabenraa,Dådyr,Hun,Då,1.0
2009,Holstebro,Dådyr,Han,Dåhjort,1.0
2009,Holstebro,Dådyr,Hun,Då,2.0
2009,Holstebro,Dådyr,Han,Kalv,1.0
2009,Syddjurs,Dådyr,Han,Dåhjort,7.0
2009,Syddjurs,Dådyr,Han,Dåhjort,1.0
2009,Syddjurs,Dådyr,Hun,Kalv,1.0
2009,Norddjurs,Dådyr,Han,Dåhjort,3.0
2009,Norddjurs,Dådyr,Han,Dåhjort,2.0
2009,Norddjurs,Dådyr,Hun,Då,1.0
2009,Norddjurs,Dådyr,Hun,Då,1.0
2009,Norddjurs,Dådyr,Han,Kalv,2.0
2009,Norddjurs,Dådyr,Hun,Kalv,3.0
2009,Randers,Dådyr,Han,Dåhjort,1.0
2009,Samsø,Dådyr,Han,Dåhjort,1.0
2009,Samsø,Dådyr,Hun,Då,1.0
2009,Samsø,Dådyr,Han,Kalv,1.0
2009,Ikast-Brande,Dådyr,Hun,Kalv,1.0
2009,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,1.0
2009,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,1.0
2009,Ringkøbing-Skjern,Dådyr,Hun,Då,1.0
2009,Ringkøbing-Skjern,Dådyr,Hun,Kalv,2.0
2009,Hedensted,Dådyr,Han,Dåhjort,1.0
2009,Hedensted,Dådyr,Han,Dåhjort,2.0
2009,Hedensted,Dådyr,Hun,Då,1.0
2009,Hedensted,Dådyr,Han,Kalv,1.0
2009,Hedensted,Dådyr,Hun,Kalv,3.0
2009,Skive,Dådyr,Han,Dåhjort,2.0
2009,Skive,Dådyr,Hun,Då,1.0
2009,Skive,Dådyr,Hun,Då,2.0
2009,Thisted,Dådyr,Han,Dåhjort,1.0
2009,Viborg,Dådyr,Han,Dåhjort,4.0
2009,Viborg,Dådyr,Han,Dåhjort,2.0
2009,Viborg,Dådyr,Hun,Då,1.0
2009,Viborg,Dådyr,Han,Kalv,1.0
2009,Viborg,Dådyr,Hun,Kalv,1.0
2009,Brønderslev-Dronninglund,Dådyr,Han,Dåhjort,1.0
2009,Brønderslev-Dronninglund,Dådyr,Han,Dåhjort,1.0
2009,Frederikshavn,Dådyr,Han,Dåhjort,2.0
2009,Mariagerfjord,Dådyr,Han,Dåhjort,1.0
2009,Mariagerfjord,Dådyr,Han,Dåhjort,1.0
2009,Jammerbugt,Dådyr,Han,Kalv,2.0
2009,Jammerbugt,Dådyr,Hun,Kalv,1.0
2009,Hjørring,Dådyr,Hun,Då,1.0
2009,Hjørring,Dådyr,Han,Kalv,1.0
2010,Lyngby-Taarbæk,Dådyr,Han,Dåhjort,2.0
2010,Tårnby,Dådyr,Han,Dåhjort,1.0
2010,Fredensborg,Dådyr,Hun,Då,1.0
2010,Hillerød,Dådyr,Han,Dåhjort,1.0
2010,Hillerød,Dådyr,Han,Dåhjort,3.0
2010,Hillerød,Dådyr,Hun,Då,3.0
2010,Hillerød,Dådyr,Hun,Kalv,2.0
2010,Roskilde,Dådyr,Han,Dåhjort,1.0
2010,Roskilde,Dådyr,Han,Dåhjort,1.0
2010,Gribskov,Dådyr,Han,Dåhjort,1.0
2010,Gribskov,Dådyr,Han,Dåhjort,2.0
2010,Gribskov,Dådyr,Hun,Då,2.0
2010,Gribskov,Dådyr,Han,Kalv,2.0
2010,Gribskov,Dådyr,Hun,Kalv,1.0
2010,Holbæk,Dådyr,Han,Dåhjort,3.0
2010,Holbæk,Dådyr,Han,Dåhjort,1.0
2010,Holbæk,Dådyr,Hun,Då,1.0
2010,Holbæk,Dådyr,Hun,Då,1.0
2010,Holbæk,Dådyr,Han,Kalv,2.0
2010,Faxe,Dådyr,Han,Dåhjort,1.0
2010,Faxe,Dådyr,Hun,Då,1.0
2010,Faxe,Dådyr,Han,Kalv,2.0
2010,Faxe,Dådyr,Hun,Kalv,2.0
2010,Kalundborg,Dådyr,Han,Dåhjort,1.0
2010,Kalundborg,Dådyr,Hun,Då,1.0
2010,Kalundborg,Dådyr,Hun,Då,2.0
2010,Kalundborg,Dådyr,Hun,Kalv,1.0
2010,Ringsted,Dådyr,Han,Dåhjort,3.0
2010,Ringsted,Dådyr,Hun,Kalv,1.0
2010,Slagelse,Dådyr,Han,Dåhjort,7.0
2010,Slagelse,Dådyr,Han,Dåhjort,4.0
2010,Slagelse,Dådyr,Hun,Då,4.0
2010,Slagelse,Dådyr,Hun,Då,1.0
2010,Slagelse,Dådyr,Han,Kalv,2.0
2010,Slagelse,Dådyr,Hun,Kalv,4.0
2010,Sorø,Dådyr,Han,Dåhjort,2.0
2010,Sorø,Dådyr,Han,Dåhjort,2.0
2010,Sorø,Dådyr,Han,Kalv,2.0
2010,Sorø,Dådyr,Hun,Kalv,2.0
2010,Lejre,Dådyr,Han,Dåhjort,1.0
2010,Lolland,Dådyr,Han,Dåhjort,10.0
2010,Lolland,Dådyr,Han,Dåhjort,4.0
2010,Lolland,Dådyr,Hun,Då,8.0
2010,Lolland,Dådyr,Hun,Då,2.0
2010,Lolland,Dådyr,Han,Kalv,5.0
2010,Lolland,Dådyr,Hun,Kalv,6.0
2010,Næstved,Dådyr,Han,Dåhjort,4.0
2010,Næstved,Dådyr,Hun,Då,4.0
2010,Næstved,Dådyr,Hun,Då,1.0
2010,Næstved,Dådyr,Han,Kalv,4.0
2010,Næstved,Dådyr,Hun,Kalv,4.0
2010,Guldborgsund,Dådyr,Han,Dåhjort,4.0
2010,Guldborgsund,Dådyr,Han,Dåhjort,1.0
2010,Guldborgsund,Dådyr,Hun,Då,2.0
2010,Guldborgsund,Dådyr,Hun,Då,1.0
2010,Guldborgsund,Dådyr,Han,Kalv,3.0
2010,Assens,Dådyr,Han,Dåhjort,2.0
2010,Assens,Dådyr,Han,Dåhjort,1.0
2010,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,5.0
2010,Faaborg-Midtfyn,Dådyr,Han,Dåhjort,2.0
2010,Faaborg-Midtfyn,Dådyr,Hun,Då,1.0
2010,Faaborg-Midtfyn,Dådyr,Hun,Då,1.0
2010,Faaborg-Midtfyn,Dådyr,Han,Kalv,1.0
2010,Faaborg-Midtfyn,Dådyr,Hun,Kalv,3.0
2010,Kerteminde,Dådyr,Han,Dåhjort,6.0
2010,Kerteminde,Dådyr,Han,Dåhjort,1.0
2010,Nyborg,Dådyr,Han,Dåhjort,1.0
2010,Nyborg,Dådyr,Han,Dåhjort,1.0
2010,Nyborg,Dådyr,Hun,Då,1.0
2010,Nyborg,Dådyr,Han,Kalv,4.0
2010,Nyborg,Dådyr,Hun,Kalv,2.0
2010,Svendborg,Dådyr,Han,Dåhjort,1.0
2010,Svendborg,Dådyr,Hun,Då,1.0
2010,Svendborg,Dådyr,Hun,Då,1.0
2010,Svendborg,Dådyr,Hun,Kalv,3.0
2010,Nordfyn,Dådyr,Han,Dåhjort,3.0
2010,Nordfyn,Dådyr,Hun,Då,2.0
2010,Nordfyn,Dådyr,Han,Kalv,1.0
2010,Nordfyn,Dådyr,Hun,Kalv,1.0
2010,Langeland,Dådyr,Han,Dåhjort,7.0
2010,Langeland,Dådyr,Han,Dåhjort,2.0
2010,Langeland,Dådyr,Hun,Då,9.0
2010,Langeland,Dådyr,Hun,Då,5.0
2010,Langeland,Dådyr,Han,Kalv,2.0
2010,Langeland,Dådyr,Hun,Kalv,5.0
2010,Haderslev,Dådyr,Han,Dåhjort,2.0
2010,Haderslev,Dådyr,Han,Dåhjort,2.0
2010,Haderslev,Dådyr,Han,Kalv,4.0
2010,Haderslev,Dådyr,Hun,Kalv,1.0
2010,Billund,Dådyr,Han,Dåhjort,1.0
2010,Billund,Dådyr,Hun,Då,1.0
2010,Billund,Dådyr,Hun,Då,1.0
2010,Billund,Dådyr,Han,Kalv,1.0
2010,Sønderborg,Dådyr,Han,Dåhjort,2.0
2010,Vejen,Dådyr,Hun,Kalv,1.0
2010,Aabenraa,Dådyr,Han,Dåhjort,5.0
2010,Aabenraa,Dådyr,Han,Dåhjort,1.0
2010,Aabenraa,Dådyr,Hun,Då,3.0
2010,Aabenraa,Dådyr,Han,Kalv,2.0
2010,Vejle,Dådyr,Han,Dåhjort,1.0
2010,Holstebro,Dådyr,Han,Dåhjort,2.0
2010,Holstebro,Dådyr,Hun,Då,3.0
2010,Holstebro,Dådyr,Hun,Kalv,1.0
2010,Syddjurs,Dådyr,Han,Dåhjort,3.0
2010,Syddjurs,Dådyr,Han,Dåhjort,3.0
2010,Syddjurs,Dådyr,Hun,Då,4.0
2010,Syddjurs,Dådyr,Hun,Då,2.0
2010,Syddjurs,Dådyr,Han,Kalv,1.0
2010,Syddjurs,Dådyr,Hun,Kalv,2.0
2010,Norddjurs,Dådyr,Han,Dåhjort,3.0
2010,Norddjurs,Dådyr,Han,Dåhjort,1.0
2010,Norddjurs,Dådyr,Hun,Då,4.0
2010,Norddjurs,Dådyr,Hun,Då,3.0
2010,Norddjurs,Dådyr,Han,Kalv,1.0
2010,Norddjurs,Dådyr,Hun,Kalv,4.0
2010,Favrskov,Dådyr,Han,Kalv,1.0
2010,Randers,Dådyr,Hun,Kalv,1.0
2010,Silkeborg,Dådyr,Han,Dåhjort,4.0
2010,Silkeborg,Dådyr,Hun,Då,2.0
2010,Silkeborg,Dådyr,Han,Kalv,1.0
2010,Skanderborg,Dådyr,Han,Dåhjort,3.0
2010,Aarhus,Dådyr,Han,Dåhjort,1.0
2010,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,1.0
2010,Ringkøbing-Skjern,Dådyr,Han,Dåhjort,1.0
2010,Ringkøbing-Skjern,Dådyr,Han,Kalv,1.0
2010,Ringkøbing-Skjern,Dådyr,Hun,Kalv,1.0
2010,Hedensted,Dådyr,Han,Kalv,3.0
2010,Hedensted,Dådyr,Hun,Kalv,1.0
2010,Skive,Dådyr,Han,Dåhjort,2.0
2010,Skive,Dådyr,Han,Dåhjort,3.0
2010,Skive,Dådyr,Hun,Då,2.0
2010,Skive,Dådyr,Hun,Då,3.0
2010,Skive,Dådyr,Hun,Kalv,2.0
2010,Thisted,Dådyr,Han,Dåhjort,1.0
2010,Viborg,Dådyr,Han,Dåhjort,6.0
2010,Viborg,Dådyr,Han,Dåhjort,3.0
2010,Viborg,Dådyr,Hun,Då,4.0
2010,Viborg,Dådyr,Han,Kalv,1.0
2010,Viborg,Dådyr,Hun,Kalv,1.0
2010,Brønderslev-Dronninglund,Dådyr,Hun,Kalv,1.0
2010,Frederikshavn,Dådyr,Han,Dåhjort,2.0
2010,Frederikshavn,Dådyr,Hun,Då,4.0
2010,Frederikshavn,Dådyr,Han,Kalv,1.0
2010,Vesthimmerland,Dådyr,Han,Dåhjort,4.0
2010,Vesthimmerland,Dådyr,Hun,Då,4.0
2010,Vesthimmerland,Dådyr,Hun,Då,2.0
2010,Vesthimmerland,Dådyr,Han,Kalv,6.0
2010,Vesthimmerland,Dådyr,Hun,Kalv,6.0
2010,Mariagerfjord,Dådyr,Han,Dåhjort,1.0
2010,Mariagerfjord,Dådyr,Hun,Då,1.0
2010,Mariagerfjord,Dådyr,Han,Kalv,2.0
2010,Mariagerfjord,Dådyr,Hun,Kalv,1.0
2010,Hjørring,Dådyr,Han,Dåhjort,1.0
2010,Hjørring,Dådyr,Han,Dåhjort,2.0
2010,Hjørring,Dådyr,Hun,Då,1.0
2010,Hjørring,Dådyr,Hun,Då,1.0
2010,Hjørring,Dådyr,Han,Kalv,2.0
2010,Hjørring,Dådyr,Hun,Kalv,1.0
2011,Tårnby,Dådyr,Hun,Då,4.0
2011,Tårnby,Dådyr,Han,Kalv,2.0
2011,Hillerød,Dådyr,Han,Dåhjort,1.0
2011,Hillerød,Dådyr,Hun,Då,1.0
2011,Hillerød,Dådyr,Han,Kalv,1.0
2011,Hillerød,Dådyr,Hun,Kalv,1.0
2011,Køge,Dådyr,Hun,Kalv,1.0
2011,Roskilde,Dådyr,Han,Dåhjort,1.0
2011,Gribskov,Dådyr,Han,Dåhjort,2.0
2011,Gribskov,Dådyr,Hun,Då,8.0
2011,Gribskov,Dådyr,Hun,Då,2.0
2011,Gribskov,Dådyr,Han,Kalv,1.0
2011,Gribskov,Dådyr,Hun,Kalv,1.0
2011,Holbæk,Dådyr,Han,Dåhjort,1.0
2011,Holbæk,Dådyr,Han,Dåhjort,1.0
2011,Holbæk,Dådyr,Hun,Kalv,1.0
2011,Faxe,Dådyr,Han,Dåhjort,2.0
2011,Faxe,Dådyr,Hun,Då,1.0
