Sæson;Kommune;Art;September;Oktober;November;December;Januar
2018/2019;"Varde";Mink;0;1;2;1;1
2018/2019;"Varde";Mink;0;1;1;4;2
2018/2019;"Varde";Mink;0;0;0;1;0
2018/2019;"Varde";Mink;0;0;0;1;0
