Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2020/2021;"Silkeborg";Ræv;Han;Over 1 år;Han;0;0;0;3;21;23;27;23
2020/2021;"Silkeborg";Ræv;Han;;Han;0;0;0;0;0;1;0;0
2020/2021;"Silkeborg";Ræv;Tæve;Over 1 år;Hun;0;0;0;2;8;11;13;15
2020/2021;"Silkeborg";Ræv;Tæve;;Hun;0;0;0;0;1;0;0;0
2020/2021;"Silkeborg";Ræv;Hvalp;Under 1 år;Han;1;4;2;1;5;1;1;0
2020/2021;"Silkeborg";Ræv;Hvalp;Under 1 år;Hun;0;6;2;0;1;0;0;0
2020/2021;"Silkeborg";Ræv;Hvalp;Under 1 år;;1;5;2;2;4;5;0;3
