Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Hedensted";Mårhund;Han;Over 1 år;Han;4;2;1;0;1
2020/2021;"Hedensted";Mårhund;Han;;Han;3;0;0;0;0
2020/2021;"Hedensted";Mårhund;Tæve;Over 1 år;Hun;7;5;1;0;1
2020/2021;"Hedensted";Mårhund;Tæve;;Hun;1;0;1;0;0
2020/2021;"Hedensted";Mårhund;Hvalp;Under 1 år;Hun;1;0;0;0;0
