Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Thisted";Mårhund;Han;Over 1 år;Han;5;2;1;0;2
2020/2021;"Thisted";Mårhund;Tæve;Over 1 år;Hun;5;2;0;0;0
2020/2021;"Thisted";Mårhund;Hvalp;Under 1 år;Han;1;0;0;0;0
2020/2021;"Thisted";Mårhund;Hvalp;Under 1 år;;0;0;1;0;0
