Sæson;Kommune;Art;September;Oktober;November;December;Januar
2019/2020;"Bornholm";Mink;0;2;0;0;1
2019/2020;"Bornholm";Mink;1;4;1;0;1
2019/2020;"Bornholm";Mink;3;1;5;0;0
2019/2020;"Bornholm";Mink;0;0;0;1;0
