Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2014/2015;"Mariagerfjord";Vildsvin;Orne;Over 1 år;Han;0;0;0;0;1
2014/2015;"Mariagerfjord";Vildsvin;Gris;Under 1 år;Han;0;0;0;0;1
