Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Viborg";Mårhund;Han;Over 1 år;Han;7;9;6;1;2
2020/2021;"Viborg";Mårhund;Tæve;Over 1 år;Hun;6;13;1;2;2
2020/2021;"Viborg";Mårhund;Hvalp;Under 1 år;Han;0;1;0;0;0
2020/2021;"Viborg";Mårhund;Hvalp;Under 1 år;Hun;1;1;0;0;1
2020/2021;"Viborg";Mårhund;Hvalp;Under 1 år;;1;2;1;1;0
