Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2014/2015;"Mariagerfjord";Rådyr;Råbuk;2+ år;Han;116;52;17;14;12;8;9
2014/2015;"Mariagerfjord";Rådyr;Råbuk;1 år;Han;45;20;11;6;7;8;7
2014/2015;"Mariagerfjord";Rådyr;Råbuk;;Han;86;34;11;8;10;8;4
2014/2015;"Mariagerfjord";Rådyr;Rå;2+ år;Hun;0;0;0;27;39;36;28
2014/2015;"Mariagerfjord";Rådyr;Rå;1 år;Hun;0;0;0;11;7;10;11
2014/2015;"Mariagerfjord";Rådyr;Rå;;Hun;0;0;0;13;24;29;22
2014/2015;"Mariagerfjord";Rådyr;Lam;Under 1 år;Han;0;0;0;18;29;26;15
2014/2015;"Mariagerfjord";Rådyr;Lam;Under 1 år;Hun;1;0;1;35;31;21;26
2014/2015;"Mariagerfjord";Rådyr;Lam;Under 1 år;;0;0;0;20;34;31;20
