Sæson;Kommune;Art;September;Oktober;November;December;Januar
2022/2023;"Bornholm";Mink;1;0;0;0;0
2022/2023;"Bornholm";Mink;0;0;10;2;0
2022/2023;"Bornholm";Mink;0;0;0;1;0
