Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2022/2023;"Randers";Vildsvin;So;Over 1 år;Hun;0;0;1;0;0
2022/2023;"Randers";Vildsvin;Gris;Under 1 år;Hun;0;0;1;0;0
