Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Lejre";Ræv;Han;Over 1 år;Han;0;1;0;1;7;6;9;4
2018/2019;"Lejre";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;3;2;5
2018/2019;"Lejre";Ræv;Hvalp;Under 1 år;Han;0;0;0;2;0;0;1;0
2018/2019;"Lejre";Ræv;Hvalp;Under 1 år;Hun;1;0;0;0;0;0;0;0
2018/2019;"Lejre";Ræv;Hvalp;Under 1 år;;1;5;0;0;0;2;0;0
