Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Halsnæs";Ræv;Han;Over 1 år;Han;0;0;1;1;1;2;5;3
2016/2017;"Halsnæs";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;0;2;3
2016/2017;"Halsnæs";Ræv;Hvalp;Under 1 år;Han;0;0;0;0;0;1;1;0
2016/2017;"Halsnæs";Ræv;Hvalp;Under 1 år;;3;2;0;1;0;0;0;0
