Sæson;Kommune;Art;September;Oktober;November;December;Januar
2022/2023;"Ringsted";Mink;1;0;0;0;1
2022/2023;"Ringsted";Mink;1;0;0;0;0
2022/2023;"Ringsted";Mink;0;0;1;0;0
