Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2009/2010;"Vesthimmerland";Krondyr;Kronhind;2+ år;Hun;0;0;1;0;0
2009/2010;"Vesthimmerland";Krondyr;Kalv;Under 1 år;Hun;0;0;1;0;0
