Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2015/2016;"Skive";Vildsvin;Orne;Over 1 år;Han;0;1;0;0;0
2015/2016;"Skive";Vildsvin;Gris;Under 1 år;;0;1;0;0;0
