Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2016/2017;"Skive";Sika;Sikahjort;1 år;Han;0;0;0;0;1
2016/2017;"Skive";Sika;Sikahind;;Hun;0;0;2;0;1
2016/2017;"Skive";Sika;Kalv;Under 1 år;Hun;0;2;0;0;0
