Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2013/2014;"Silkeborg";Sika;Sikahjort;2+ år;Han;2;0;0;1;0
2013/2014;"Silkeborg";Sika;Sikahjort;;Han;1;0;0;0;0
2013/2014;"Silkeborg";Sika;Sikahind;1 år;Hun;0;1;0;0;0
2013/2014;"Silkeborg";Sika;Sikahind;;Hun;0;0;1;0;0
2013/2014;"Silkeborg";Sika;Kalv;Under 1 år;Han;0;0;0;1;0
2013/2014;"Silkeborg";Sika;Kalv;Under 1 år;Hun;0;0;1;0;0
