Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2008/2009;"Herning";Krondyr;Kronhjort;2+ år;Han;3;1;1;0;1
2008/2009;"Herning";Krondyr;Kronhjort;1 år;Han;1;0;0;0;0
2008/2009;"Herning";Krondyr;Kronhind;2+ år;Hun;0;2;0;0;8
2008/2009;"Herning";Krondyr;Kronhind;1 år;Hun;0;2;0;0;1
2008/2009;"Herning";Krondyr;Kalv;Under 1 år;Han;0;0;0;1;1
