Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Svendborg";Ræv;Han;Over 1 år;Han;0;0;0;6;5;13;16;12
2017/2018;"Svendborg";Ræv;Tæve;Over 1 år;Hun;1;0;0;2;4;7;6;12
2017/2018;"Svendborg";Ræv;Hvalp;Under 1 år;Han;1;5;1;2;2;0;0;0
2017/2018;"Svendborg";Ræv;Hvalp;Under 1 år;Hun;2;2;2;1;1;1;0;0
2017/2018;"Svendborg";Ræv;Hvalp;Under 1 år;;1;4;0;5;1;2;0;0
