Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2012/2013;"Sorø";Rådyr;Råbuk;2+ år;Han;90;29;9;4;1;7;2
2012/2013;"Sorø";Rådyr;Råbuk;1 år;Han;23;11;2;2;2;2;1
2012/2013;"Sorø";Rådyr;Råbuk;;Han;40;11;6;2;1;1;1
2012/2013;"Sorø";Rådyr;Rå;2+ år;Hun;0;0;0;4;10;21;18
2012/2013;"Sorø";Rådyr;Rå;1 år;Hun;0;0;0;2;8;8;3
2012/2013;"Sorø";Rådyr;Rå;;Hun;0;0;0;3;15;11;12
2012/2013;"Sorø";Rådyr;Lam;Under 1 år;Han;0;0;0;6;6;11;7
2012/2013;"Sorø";Rådyr;Lam;Under 1 år;Hun;0;0;0;8;25;21;15
2012/2013;"Sorø";Rådyr;Lam;Under 1 år;;0;0;0;5;9;17;12
