Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2015/2016;"Norddjurs";Ræv;Han;Over 1 år;Han;0;1;0;1;23;27;14;17
2015/2016;"Norddjurs";Ræv;Tæve;Over 1 år;Hun;0;0;0;2;9;9;10;5
2015/2016;"Norddjurs";Ræv;Hvalp;Under 1 år;Han;0;0;1;3;1;0;3;2
2015/2016;"Norddjurs";Ræv;Hvalp;Under 1 år;Hun;1;0;0;2;1;0;1;0
2015/2016;"Norddjurs";Ræv;Hvalp;Under 1 år;;1;0;0;2;2;2;0;0
