Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Sorø";Sika;Sikahjort;2+ år;Han;0;0;1;0;1
2021/2022;"Sorø";Sika;Sikahjort;;Han;0;0;0;1;0
2021/2022;"Sorø";Sika;Sikahind;;Hun;0;0;1;0;0
2021/2022;"Sorø";Sika;Kalv;Under 1 år;Hun;0;0;0;1;0
