Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Struer";Ræv;Han;Over 1 år;Han;0;0;0;1;3;5;11;8
2017/2018;"Struer";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;1;3;6;5
2017/2018;"Struer";Ræv;Hvalp;Under 1 år;Han;1;0;1;1;0;0;0;0
2017/2018;"Struer";Ræv;Hvalp;Under 1 år;Hun;0;0;1;0;0;0;0;0
