Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2013/2014;"Samsø";Rådyr;Råbuk;2+ år;Han;34;11;1;3;1;2;1
2013/2014;"Samsø";Rådyr;Råbuk;1 år;Han;9;1;2;1;0;0;1
2013/2014;"Samsø";Rådyr;Råbuk;;Han;21;10;0;2;1;0;0
2013/2014;"Samsø";Rådyr;Rå;2+ år;Hun;0;1;0;12;7;11;3
2013/2014;"Samsø";Rådyr;Rå;1 år;Hun;0;1;0;6;2;4;1
2013/2014;"Samsø";Rådyr;Rå;;Hun;0;0;0;7;2;3;2
2013/2014;"Samsø";Rådyr;Lam;Under 1 år;Han;0;0;0;6;3;3;2
2013/2014;"Samsø";Rådyr;Lam;Under 1 år;Hun;0;0;0;16;4;10;2
2013/2014;"Samsø";Rådyr;Lam;Under 1 år;;0;0;0;8;1;1;5
