Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2013/2014;"Samsø";Ræv;Han;Over 1 år;Han;0;0;0;1;3;0;0;3
2013/2014;"Samsø";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;2;0;1;3
2013/2014;"Samsø";Ræv;Hvalp;Under 1 år;Han;0;1;0;0;1;0;0;0
2013/2014;"Samsø";Ræv;Hvalp;Under 1 år;Hun;0;3;0;0;0;0;1;0
