Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Aarhus";Mårhund;Han;Over 1 år;Han;4;2;0;0;4
2021/2022;"Aarhus";Mårhund;Han;;Han;0;1;2;1;0
2021/2022;"Aarhus";Mårhund;Tæve;Over 1 år;Hun;2;2;0;0;0
2021/2022;"Aarhus";Mårhund;Tæve;;Hun;1;0;0;2;0
