Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Skanderborg";Ræv;Han;Over 1 år;Han;0;0;0;3;12;16;13;18
2016/2017;"Skanderborg";Ræv;Han;;Han;0;0;0;0;0;0;0;1
2016/2017;"Skanderborg";Ræv;Tæve;Over 1 år;Hun;0;0;0;3;5;7;11;9
2016/2017;"Skanderborg";Ræv;Tæve;;Hun;0;0;0;0;0;0;0;1
2016/2017;"Skanderborg";Ræv;Hvalp;Under 1 år;Han;2;4;0;0;0;0;1;0
2016/2017;"Skanderborg";Ræv;Hvalp;Under 1 år;Hun;1;1;2;2;1;1;1;0
2016/2017;"Skanderborg";Ræv;Hvalp;Under 1 år;;4;4;5;1;1;0;0;0
