Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2021/2022;"Rudersdal";Rådyr;Råbuk;2+ år;Han;5;0;0;0;0;0;0
2021/2022;"Rudersdal";Rådyr;Råbuk;;Han;2;2;0;0;0;0;0
2021/2022;"Rudersdal";Rådyr;Rå;1 år;Hun;0;0;0;0;0;0;1
2021/2022;"Rudersdal";Rådyr;Rå;;Hun;0;0;0;0;0;0;1
