Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2021/2022;"Syddjurs";Vildsvin;Gris;Under 1 år;Hun;0;0;0;3;0
2021/2022;"Syddjurs";Vildsvin;Gris;Under 1 år;;0;7;0;0;3
