Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Aabenraa";Vildsvin;Orne;Over 1 år;Han;0;0;0;0;1
2017/2018;"Aabenraa";Vildsvin;So;Over 1 år;Hun;0;0;0;0;1
