Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2022/2023;"Stevns";Rådyr;Råbuk;2+ år;Han;43;14;2;2;1;1;1
2022/2023;"Stevns";Rådyr;Råbuk;1 år;Han;9;4;2;0;1;1;1
2022/2023;"Stevns";Rådyr;Råbuk;;Han;41;11;5;2;5;0;1
2022/2023;"Stevns";Rådyr;Rå;2+ år;Hun;0;0;0;6;4;4;7
2022/2023;"Stevns";Rådyr;Rå;1 år;Hun;0;0;0;1;3;3;4
2022/2023;"Stevns";Rådyr;Rå;;Hun;0;0;0;3;5;9;17
2022/2023;"Stevns";Rådyr;Lam;Under 1 år;Han;0;0;0;3;1;4;5
2022/2023;"Stevns";Rådyr;Lam;Under 1 år;Hun;0;0;0;4;6;8;15
2022/2023;"Stevns";Rådyr;Lam;Under 1 år;;0;0;0;3;1;2;3
