Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Skive";Ræv;Han;Over 1 år;Han;0;0;1;5;17;25;19;16
2018/2019;"Skive";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;10;12;8;10
2018/2019;"Skive";Ræv;Hvalp;Under 1 år;Han;1;2;0;0;0;1;0;1
2018/2019;"Skive";Ræv;Hvalp;Under 1 år;Hun;3;1;0;2;2;0;1;0
2018/2019;"Skive";Ræv;Hvalp;Under 1 år;;3;3;4;2;1;1;0;0
