Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2018/2019;"Langeland";Rådyr;Råbuk;2+ år;Han;92;21;11;3;4;7;2
2018/2019;"Langeland";Rådyr;Råbuk;1 år;Han;16;8;2;1;0;0;1
2018/2019;"Langeland";Rådyr;Råbuk;;Han;49;16;4;4;1;1;3
2018/2019;"Langeland";Rådyr;Rå;2+ år;Hun;0;0;0;10;6;6;26
2018/2019;"Langeland";Rådyr;Rå;1 år;Hun;0;0;0;2;0;5;1
2018/2019;"Langeland";Rådyr;Rå;;Hun;0;0;0;5;7;14;20
2018/2019;"Langeland";Rådyr;Lam;Under 1 år;Han;0;0;0;3;3;1;5
2018/2019;"Langeland";Rådyr;Lam;Under 1 år;Hun;0;0;0;11;9;11;14
2018/2019;"Langeland";Rådyr;Lam;Under 1 år;;0;0;0;1;7;5;6
