Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Aalborg";Vildsvin;Orne;Over 1 år;Han;0;0;0;3;1
2017/2018;"Aalborg";Vildsvin;Gris;Under 1 år;Han;0;0;0;1;0
2017/2018;"Aalborg";Vildsvin;Gris;Under 1 år;Hun;0;0;0;1;0
2017/2018;"Aalborg";Vildsvin;Gris;Under 1 år;;0;0;0;1;3
