Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Holstebro";Ræv;Han;Over 1 år;Han;0;0;0;5;32;37;21;18
2018/2019;"Holstebro";Ræv;Tæve;Over 1 år;Hun;1;0;0;4;14;17;9;10
2018/2019;"Holstebro";Ræv;Tæve;;Hun;0;0;0;0;0;0;0;2
2018/2019;"Holstebro";Ræv;Hvalp;Under 1 år;Han;4;4;0;3;7;1;0;0
2018/2019;"Holstebro";Ræv;Hvalp;Under 1 år;Hun;2;4;2;2;4;1;0;0
2018/2019;"Holstebro";Ræv;Hvalp;Under 1 år;;6;7;16;3;4;1;1;0
