Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2020/2021;"Thisted";Rådyr;Råbuk;2+ år;Han;104;43;17;10;6;7;2
2020/2021;"Thisted";Rådyr;Råbuk;1 år;Han;40;18;10;9;7;5;4
2020/2021;"Thisted";Rådyr;Råbuk;;Han;118;46;17;9;8;8;6
2020/2021;"Thisted";Rådyr;Rå;2+ år;Hun;0;0;0;22;21;25;28
2020/2021;"Thisted";Rådyr;Rå;1 år;Hun;0;0;0;14;10;16;9
2020/2021;"Thisted";Rådyr;Rå;;Hun;0;0;0;27;31;38;21
2020/2021;"Thisted";Rådyr;Lam;Under 1 år;Han;0;0;0;10;24;8;20
2020/2021;"Thisted";Rådyr;Lam;Under 1 år;Hun;0;0;0;31;18;18;20
2020/2021;"Thisted";Rådyr;Lam;Under 1 år;;1;0;0;19;28;30;30
