Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Esbjerg";Mårhund;Han;Over 1 år;Han;3;3;3;3;6
2019/2020;"Esbjerg";Mårhund;Han;;Han;0;1;0;0;0
2019/2020;"Esbjerg";Mårhund;Tæve;Over 1 år;Hun;1;3;3;2;3
2019/2020;"Esbjerg";Mårhund;Hvalp;Under 1 år;Han;1;2;0;0;0
2019/2020;"Esbjerg";Mårhund;Hvalp;Under 1 år;Hun;1;1;0;0;0
2019/2020;"Esbjerg";Mårhund;Hvalp;Under 1 år;;0;0;7;0;0
