Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2014/2015;"Holbæk";Rådyr;Råbuk;2+ år;Han;185;64;18;10;6;8;8
2014/2015;"Holbæk";Rådyr;Råbuk;1 år;Han;41;28;9;7;4;4;4
2014/2015;"Holbæk";Rådyr;Råbuk;;Han;108;45;12;3;2;3;3
2014/2015;"Holbæk";Rådyr;Rå;2+ år;Hun;0;0;0;20;32;40;40
2014/2015;"Holbæk";Rådyr;Rå;1 år;Hun;0;0;0;10;7;14;14
2014/2015;"Holbæk";Rådyr;Rå;;Hun;1;0;0;19;29;29;34
2014/2015;"Holbæk";Rådyr;Lam;Under 1 år;Han;0;0;0;13;8;8;11
2014/2015;"Holbæk";Rådyr;Lam;Under 1 år;Hun;0;0;0;16;21;26;30
2014/2015;"Holbæk";Rådyr;Lam;Under 1 år;;0;0;0;24;22;28;19
