Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2008/2009;"Frederikshavn";Krondyr;Kronhjort;2+ år;Han;0;0;4;0;0
2008/2009;"Frederikshavn";Krondyr;Kronhjort;1 år;Han;0;0;1;1;0
