Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2008/2009;"Jammerbugt";Krondyr;Kronhjort;2+ år;Han;0;0;2;2;1
2008/2009;"Jammerbugt";Krondyr;Kronhjort;1 år;Han;0;0;0;1;0
2008/2009;"Jammerbugt";Krondyr;Kronhind;2+ år;Hun;0;0;0;0;5
2008/2009;"Jammerbugt";Krondyr;Kalv;Under 1 år;Han;0;0;1;3;3
2008/2009;"Jammerbugt";Krondyr;Kalv;Under 1 år;Hun;0;0;0;0;1
