Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2020/2021;"Norddjurs";Vildsvin;Orne;Over 1 år;Han;0;0;0;0;1
2020/2021;"Norddjurs";Vildsvin;Gris;Under 1 år;Hun;0;0;0;0;1
2020/2021;"Norddjurs";Vildsvin;Gris;Under 1 år;;0;5;1;0;5
