Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Lolland";Ræv;Han;Over 1 år;Han;0;1;1;3;7;5;17;20
2017/2018;"Lolland";Ræv;Tæve;Over 1 år;Hun;1;0;0;1;7;7;9;10
2017/2018;"Lolland";Ræv;Hvalp;Under 1 år;Han;3;2;1;3;1;1;0;0
2017/2018;"Lolland";Ræv;Hvalp;Under 1 år;Hun;1;0;1;0;0;0;3;0
2017/2018;"Lolland";Ræv;Hvalp;Under 1 år;;2;7;0;3;1;1;0;0
