Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2011/2012;"Guldborgsund";Dådyr;Dåhjort;2+ år;Han;0;3;2;1;0
2011/2012;"Guldborgsund";Dådyr;Då;2+ år;Hun;0;0;2;1;2
2011/2012;"Guldborgsund";Dådyr;Då;1 år;Hun;0;2;0;0;2
2011/2012;"Guldborgsund";Dådyr;Kalv;Under 1 år;Hun;0;0;0;0;3
