Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2017/2018;"Herning";Mårhund;Han;Over 1 år;Han;0;2;0;0;0
2017/2018;"Herning";Mårhund;Tæve;Over 1 år;Hun;1;1;1;0;1
