Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2012/2013;"Syddjurs";Ræv;Han;Over 1 år;Han;0;0;0;4;10;8;14;26
2012/2013;"Syddjurs";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;10;5;8;10
2012/2013;"Syddjurs";Ræv;Hvalp;Under 1 år;Han;1;1;0;4;1;0;0;0
2012/2013;"Syddjurs";Ræv;Hvalp;Under 1 år;Hun;1;3;1;0;0;2;0;0
2012/2013;"Syddjurs";Ræv;Hvalp;Under 1 år;;3;3;2;2;0;0;0;2
