Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2008/2009;"Hedensted";Dådyr;Dåhjort;2+ år;Han;1;0;1;0;3
2008/2009;"Hedensted";Dådyr;Dåhjort;1 år;Han;0;0;0;0;1
2008/2009;"Hedensted";Dådyr;Då;2+ år;Hun;0;0;0;0;2
2008/2009;"Hedensted";Dådyr;Kalv;Under 1 år;Hun;0;0;0;0;1
