Sæson;Kommune;Art;September;Oktober;November;December;Januar
2020/2021;"Hillerød";Mink;0;1;1;2;0
2020/2021;"Hillerød";Mink;1;0;1;1;0
2020/2021;"Hillerød";Mink;0;1;0;0;0
