Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Kalundborg";Ræv;Han;Over 1 år;Han;0;0;1;4;17;13;9;15
2017/2018;"Kalundborg";Ræv;Han;;Han;0;0;0;0;0;0;0;2
2017/2018;"Kalundborg";Ræv;Tæve;Over 1 år;Hun;0;0;1;1;6;11;10;6
2017/2018;"Kalundborg";Ræv;Tæve;;Hun;0;0;0;0;1;0;0;0
2017/2018;"Kalundborg";Ræv;Hvalp;Under 1 år;Han;3;3;0;1;1;1;0;1
2017/2018;"Kalundborg";Ræv;Hvalp;Under 1 år;Hun;2;3;2;0;1;0;0;0
2017/2018;"Kalundborg";Ræv;Hvalp;Under 1 år;;2;7;1;4;5;1;0;0
