Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2016/2017;"Ringsted";Ræv;Han;Over 1 år;Han;0;0;0;0;11;7;7;14
2016/2017;"Ringsted";Ræv;Tæve;Over 1 år;Hun;1;0;0;1;7;4;4;3
2016/2017;"Ringsted";Ræv;Hvalp;Under 1 år;Han;2;0;1;0;2;0;0;0
2016/2017;"Ringsted";Ræv;Hvalp;Under 1 år;Hun;1;1;1;0;1;2;0;0
2016/2017;"Ringsted";Ræv;Hvalp;Under 1 år;;3;0;0;0;0;0;0;0
