Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2015/2016;"Skive";Sika;Sikahjort;2+ år;Han;0;3;1;1;0
2015/2016;"Skive";Sika;Sikahjort;1 år;Han;0;0;0;0;1
2015/2016;"Skive";Sika;Sikahjort;;Han;1;0;0;0;0
2015/2016;"Skive";Sika;Kalv;Under 1 år;;0;0;1;1;1
