Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2016/2017;"Aalborg";Rådyr;Råbuk;2+ år;Han;234;92;46;24;23;10;8
2016/2017;"Aalborg";Rådyr;Råbuk;1 år;Han;55;35;15;14;13;9;4
2016/2017;"Aalborg";Rådyr;Råbuk;;Han;120;41;9;21;6;13;14
2016/2017;"Aalborg";Rådyr;Rå;2+ år;Hun;0;0;0;41;53;42;29
2016/2017;"Aalborg";Rådyr;Rå;1 år;Hun;0;0;0;21;16;18;11
2016/2017;"Aalborg";Rådyr;Rå;;Hun;0;0;0;38;48;37;28
2016/2017;"Aalborg";Rådyr;Lam;Under 1 år;Han;1;0;0;40;44;25;17
2016/2017;"Aalborg";Rådyr;Lam;Under 1 år;Hun;0;0;0;60;46;45;33
2016/2017;"Aalborg";Rådyr;Lam;Under 1 år;;0;0;0;53;43;37;15
