Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2015/2016;"Slagelse";Krondyr;Kronhjort;2+ år;Han;0;1;0;0;0
2015/2016;"Slagelse";Krondyr;Kalv;Under 1 år;;0;0;0;1;1
