Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2021/2022;"Ringkøbing-Skjern";Rådyr;Råbuk;2+ år;Han;207;52;13;9;9;5;2
2021/2022;"Ringkøbing-Skjern";Rådyr;Råbuk;1 år;Han;34;13;5;3;2;5;2
2021/2022;"Ringkøbing-Skjern";Rådyr;Råbuk;;Han;152;48;8;7;7;2;2
2021/2022;"Ringkøbing-Skjern";Rådyr;Rå;2+ år;Hun;0;0;0;16;16;16;14
2021/2022;"Ringkøbing-Skjern";Rådyr;Rå;1 år;Hun;0;0;0;5;6;8;6
2021/2022;"Ringkøbing-Skjern";Rådyr;Rå;;Hun;0;0;0;11;28;29;11
2021/2022;"Ringkøbing-Skjern";Rådyr;Lam;Under 1 år;Han;1;0;0;7;19;25;8
2021/2022;"Ringkøbing-Skjern";Rådyr;Lam;Under 1 år;Hun;0;0;0;24;18;7;14
2021/2022;"Ringkøbing-Skjern";Rådyr;Lam;Under 1 år;;0;0;0;6;11;4;3
