Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2019/2020;"Skive";Vildsvin;So;Over 1 år;Hun;0;0;1;0;0
2019/2020;"Skive";Vildsvin;Gris;Under 1 år;;0;1;0;0;0
