Sæson;Kommune;Art;September;Oktober;November;December;Januar
2017/2018;"Nordfyn";Mink;0;0;1;0;0
2017/2018;"Nordfyn";Mink;0;0;3;0;0
2017/2018;"Nordfyn";Mink;0;0;2;0;0
