Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2014/2015;"Hedensted";Ræv;Han;Over 1 år;Han;0;0;1;1;18;14;17;12
2014/2015;"Hedensted";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;5;17;6;16
2014/2015;"Hedensted";Ræv;Tæve;;Hun;0;0;0;0;1;0;0;0
2014/2015;"Hedensted";Ræv;Hvalp;Under 1 år;Han;0;0;1;1;0;0;1;1
2014/2015;"Hedensted";Ræv;Hvalp;Under 1 år;Hun;0;0;2;1;0;0;0;0
2014/2015;"Hedensted";Ræv;Hvalp;Under 1 år;;9;2;0;3;2;0;0;0
