Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2022/2023;"Favrskov";Ræv;Han;Over 1 år;Han;1;0;0;1;3;4;4;1
2022/2023;"Favrskov";Ræv;Han;;Han;0;0;0;0;3;7;4;7
2022/2023;"Favrskov";Ræv;Tæve;Over 1 år;Hun;0;0;0;0;3;1;0;4
2022/2023;"Favrskov";Ræv;Tæve;;Hun;0;0;0;2;1;2;4;2
2022/2023;"Favrskov";Ræv;Hvalp;Under 1 år;Han;0;0;0;1;0;1;0;0
2022/2023;"Favrskov";Ræv;Hvalp;Under 1 år;Hun;0;0;0;0;0;1;0;1
2022/2023;"Favrskov";Ræv;Hvalp;Under 1 år;;0;3;1;0;0;1;0;0
