Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2017/2018;"Faxe";Ræv;Han;Over 1 år;Han;0;1;0;4;13;9;13;9
2017/2018;"Faxe";Ræv;Tæve;Over 1 år;Hun;0;0;0;1;3;6;9;6
2017/2018;"Faxe";Ræv;Tæve;;Hun;0;0;0;0;0;0;1;0
2017/2018;"Faxe";Ræv;Hvalp;Under 1 år;Han;1;5;3;1;4;1;2;0
2017/2018;"Faxe";Ræv;Hvalp;Under 1 år;Hun;3;1;0;1;1;1;1;0
2017/2018;"Faxe";Ræv;Hvalp;Under 1 år;;3;5;2;4;0;1;2;0
