Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2021/2022;"Jammerbugt";Ræv;Han;Over 1 år;Han;0;0;0;1;6;3;4;3
2021/2022;"Jammerbugt";Ræv;Han;;Han;0;0;0;0;8;7;7;3
2021/2022;"Jammerbugt";Ræv;Tæve;Over 1 år;Hun;0;0;0;1;3;2;1;4
2021/2022;"Jammerbugt";Ræv;Tæve;;Hun;0;0;0;0;1;2;1;2
2021/2022;"Jammerbugt";Ræv;Hvalp;Under 1 år;Han;0;0;1;0;0;0;0;0
2021/2022;"Jammerbugt";Ræv;Hvalp;Under 1 år;Hun;0;1;0;0;3;0;0;0
2021/2022;"Jammerbugt";Ræv;Hvalp;Under 1 år;;0;1;5;2;0;0;0;0
