Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2022/2023;"Solrød";Ræv;Han;Over 1 år;Han;0;0;0;0;1;0;1;0
2022/2023;"Solrød";Ræv;Hvalp;Under 1 år;Hun;0;0;0;0;0;0;1;0
