Sæson;Kommune;Art;Type;Alder;Køn;Juni;Juli;August;September;Oktober;November;December;Januar
2018/2019;"Varde";Ræv;Han;Over 1 år;Han;1;1;1;7;51;46;57;59
2018/2019;"Varde";Ræv;Han;;Han;0;0;0;0;0;0;0;1
2018/2019;"Varde";Ræv;Tæve;Over 1 år;Hun;1;0;0;1;26;18;19;27
2018/2019;"Varde";Ræv;Tæve;;Hun;0;0;0;1;0;0;0;0
2018/2019;"Varde";Ræv;Hvalp;Under 1 år;Han;2;10;5;6;3;4;5;0
2018/2019;"Varde";Ræv;Hvalp;Under 1 år;Hun;0;5;7;1;1;3;1;0
2018/2019;"Varde";Ræv;Hvalp;Under 1 år;;17;10;6;6;4;6;3;1
