Sæson;Kommune;Art;Type;Alder;Køn;September;Oktober;November;December;Januar
2016/2017;"Hjørring";Krondyr;Kronhjort;2+ år;Han;0;0;4;0;0
2016/2017;"Hjørring";Krondyr;Kronhjort;1 år;Han;0;1;1;1;0
2016/2017;"Hjørring";Krondyr;Kronhjort;;Han;0;0;3;0;0
2016/2017;"Hjørring";Krondyr;Kronhind;2+ år;Hun;0;0;0;2;0
2016/2017;"Hjørring";Krondyr;Kronhind;1 år;Hun;0;0;0;1;0
2016/2017;"Hjørring";Krondyr;Kronhind;;Hun;0;0;3;3;0
2016/2017;"Hjørring";Krondyr;Kalv;Under 1 år;Han;0;0;3;1;0
2016/2017;"Hjørring";Krondyr;Kalv;Under 1 år;Hun;0;1;1;4;0
2016/2017;"Hjørring";Krondyr;Kalv;Under 1 år;;0;0;3;4;0
