Sæson;Kommune;Art;Type;Alder;Køn;Maj;Juni;Juli;Oktober;November;December;Januar
2014/2015;"Skive";Rådyr;Råbuk;2+ år;Han;183;48;11;13;13;4;6
2014/2015;"Skive";Rådyr;Råbuk;1 år;Han;27;18;8;11;4;10;2
2014/2015;"Skive";Rådyr;Råbuk;;Han;117;31;7;11;8;5;2
2014/2015;"Skive";Rådyr;Rå;2+ år;Hun;0;0;0;29;39;29;23
2014/2015;"Skive";Rådyr;Rå;1 år;Hun;0;0;0;5;7;6;12
2014/2015;"Skive";Rådyr;Rå;;Hun;1;0;0;28;45;21;23
2014/2015;"Skive";Rådyr;Lam;Under 1 år;Han;0;0;0;22;24;25;13
2014/2015;"Skive";Rådyr;Lam;Under 1 år;Hun;0;0;0;23;33;17;13
2014/2015;"Skive";Rådyr;Lam;Under 1 år;;0;0;0;28;26;14;12
